Dates,USDCAD Curncy,USDGBP Curncy,USDEUR Curncy,USDCHF Curncy,USDAUD Curncy,USDNZD Curncy,USDILS Curncy,USDJPY Curncy,USDSGD Curncy
1/3/1980,1.1703,0.4464,0.6589,1.572,0.9025,1.0152,#N/A N/A,238.35,#N/A N/A
1/4/1980,1.1687,0.447,0.661,1.5755,0.9014,1.0121,#N/A N/A,234.8,#N/A N/A
1/7/1980,1.1694,0.4422,0.6593,1.57,0.9017,1.0142,#N/A N/A,231.55,#N/A N/A
1/8/1980,1.1698,0.4421,0.6619,1.577,0.8983,1.0101,#N/A N/A,234.75,#N/A N/A
1/9/1980,1.1686,0.4413,0.6596,1.574,0.8989,1.0096,#N/A N/A,234.95,#N/A N/A
1/10/1980,1.165,0.4429,0.6608,1.579,0.8985,1.0091,#N/A N/A,235.8,#N/A N/A
1/11/1980,1.165,0.4431,0.6619,1.583,0.8993,1.0111,#N/A N/A,236.05,#N/A N/A
1/14/1980,1.1663,0.4395,0.6618,1.583,0.9001,1.0101,#N/A N/A,236.2,#N/A N/A
1/15/1980,1.1658,0.4393,0.6646,1.595,0.9003,1.0121,#N/A N/A,239.65,#N/A N/A
1/16/1980,1.1644,0.4403,0.6634,1.585,0.9021,1.0132,#N/A N/A,238.15,#N/A N/A
1/17/1980,1.1613,0.4392,0.6634,1.593,0.9005,1.0134,#N/A N/A,239.9,#N/A N/A
1/18/1980,1.1617,0.4375,0.663,1.593,0.9009,1.0132,#N/A N/A,239.65,#N/A N/A
1/21/1980,1.1611,0.4379,0.6643,1.6045,0.9007,1.0132,#N/A N/A,241,#N/A N/A
1/22/1980,1.159,0.4396,0.6664,1.609,0.9013,1.0121,#N/A N/A,239.7,#N/A N/A
1/23/1980,1.1603,0.4391,0.6651,1.606,0.9019,1.0132,#N/A N/A,237.25,#N/A N/A
1/24/1980,1.1569,0.439,0.6655,1.6085,0.8997,1.0132,#N/A N/A,239.35,#N/A N/A
1/25/1980,1.1609,0.4423,0.6665,1.616,0.9014,1.0137,#N/A N/A,239.6,#N/A N/A
1/28/1980,1.1637,0.4449,0.667,1.6188,0.9023,1.0127,#N/A N/A,240.22,#N/A N/A
1/29/1980,1.1638,0.4445,0.6676,1.617,0.9029,1.0173,#N/A N/A,239.35,#N/A N/A
1/30/1980,1.1617,0.4421,0.6673,1.6215,0.9043,1.0183,#N/A N/A,239.5,#N/A N/A
1/31/1980,1.1585,0.4412,0.6691,1.638,0.9032,1.0183,#N/A N/A,239.33,#N/A N/A
2/1/1980,1.156,0.4398,0.6703,1.6335,0.9036,1.0168,#N/A N/A,240.45,#N/A N/A
2/4/1980,1.1588,0.4373,0.6701,1.631,0.9047,1.0183,#N/A N/A,240.29,#N/A N/A
2/5/1980,1.1618,0.4366,0.6688,1.626,0.904,1.0178,#N/A N/A,240.1,#N/A N/A
2/6/1980,1.1597,0.4325,0.667,1.606,0.903,1.0152,#N/A N/A,240.1,#N/A N/A
2/7/1980,1.1587,0.4345,0.6677,1.616,0.9024,1.0134,#N/A N/A,240.09,#N/A N/A
2/8/1980,1.159,0.4352,0.669,1.619,0.9016,1.0116,#N/A N/A,241.65,#N/A N/A
2/11/1980,1.1589,0.4339,0.6676,1.617,0.9031,1.0147,#N/A N/A,241.4,#N/A N/A
2/12/1980,1.1589,0.4339,0.6682,1.617,0.9031,1.0147,#N/A N/A,241.4,#N/A N/A
2/13/1980,1.1615,0.4333,0.6665,1.6133,0.9031,1.0147,#N/A N/A,242.1,#N/A N/A
2/14/1980,1.1598,0.4323,0.6662,1.617,0.9038,1.0178,#N/A N/A,243.39,#N/A N/A
2/15/1980,1.1621,0.4357,0.668,1.629,0.9038,1.0166,#N/A N/A,243.2,#N/A N/A
2/18/1980,1.1621,0.4357,0.6686,1.629,0.9038,1.0166,#N/A N/A,243.2,#N/A N/A
2/19/1980,1.1597,0.4401,0.6712,1.6385,0.9038,1.0166,#N/A N/A,245.36,#N/A N/A
2/20/1980,1.1552,0.4387,0.6707,1.644,0.9064,1.022,#N/A N/A,246.05,#N/A N/A
2/21/1980,1.1512,0.4373,0.671,1.6403,0.9068,1.0256,#N/A N/A,246.09,#N/A N/A
2/22/1980,1.1529,0.4397,0.6751,1.662,0.907,1.0235,#N/A N/A,247.45,#N/A N/A
2/25/1980,1.1512,0.4394,0.6761,1.6695,0.9083,1.0256,#N/A N/A,248.35,#N/A N/A
2/26/1980,1.1504,0.4392,0.6761,1.6705,0.9091,1.0277,#N/A N/A,248.08,#N/A N/A
2/27/1980,1.1504,0.4373,0.6765,1.665,0.9103,1.0277,#N/A N/A,248.45,#N/A N/A
2/28/1980,1.1504,0.4377,0.6757,1.672,0.9099,1.0283,#N/A N/A,248.4,#N/A N/A
2/29/1980,1.1504,0.4399,0.6808,1.7025,0.9099,1.0272,#N/A N/A,251.65,#N/A N/A
3/3/1980,1.143,0.446,0.6836,1.715,0.9116,1.0309,#N/A N/A,247.85,#N/A N/A
3/4/1980,1.1529,0.4474,0.6855,1.721,0.9122,1.032,#N/A N/A,246.4,#N/A N/A
3/5/1980,1.1529,0.4464,0.6851,1.7105,0.9112,1.0336,#N/A N/A,246.88,#N/A N/A
3/6/1980,1.1533,0.4477,0.6892,1.715,0.9116,1.0341,#N/A N/A,248.1,#N/A N/A
3/7/1980,1.1576,0.449,0.6893,1.715,0.9132,1.0384,#N/A N/A,247.85,#N/A N/A
3/10/1980,1.1637,0.4511,0.6925,1.735,0.9132,1.0395,#N/A N/A,247.93,#N/A N/A
3/11/1980,1.165,0.4491,0.6934,1.7345,0.9141,1.04,#N/A N/A,247.3,#N/A N/A
3/12/1980,1.1673,0.4477,0.6927,1.7295,0.9125,1.0406,#N/A N/A,247.5,#N/A N/A
3/13/1980,1.1695,0.4498,0.6973,1.744,0.9122,1.0379,#N/A N/A,248.1,#N/A N/A
3/14/1980,1.1786,0.4519,0.7033,1.754,0.9137,1.0417,#N/A N/A,249.05,#N/A N/A
3/17/1980,1.1786,0.4571,0.7176,1.788,0.9147,1.0449,#N/A N/A,248.9,#N/A N/A
3/18/1980,1.18,0.4575,0.7177,1.781,0.9179,1.0532,#N/A N/A,249.1,#N/A N/A
3/19/1980,1.1772,0.4565,0.7164,1.7735,0.9195,1.056,#N/A N/A,248.65,#N/A N/A
3/20/1980,1.1789,0.4558,0.7139,1.7618,0.9206,1.0537,#N/A N/A,248.7,#N/A N/A
3/21/1980,1.1829,0.458,0.7179,1.779,0.9195,1.0526,#N/A N/A,248.92,#N/A N/A
3/24/1980,1.1829,0.4575,0.7217,1.789,0.9206,1.0537,#N/A N/A,249.15,#N/A N/A
3/25/1980,1.1829,0.4569,0.7237,1.798,0.921,1.0576,#N/A N/A,249.07,#N/A N/A
3/26/1980,1.1829,0.4576,0.7223,1.7945,0.9212,1.056,#N/A N/A,249.1,#N/A N/A
3/27/1980,1.1829,0.46,0.7319,1.8285,0.9204,1.0537,#N/A N/A,249.9,#N/A N/A
3/28/1980,1.1829,0.461,0.7342,1.8325,0.9234,1.0585,#N/A N/A,249.65,#N/A N/A
3/31/1980,1.1829,0.463,0.7412,1.8515,0.9234,1.0616,#N/A N/A,249.95,#N/A N/A
4/1/1980,1.1829,0.4648,0.7497,1.864,0.9244,1.0633,#N/A N/A,254.65,#N/A N/A
4/2/1980,1.1829,0.4643,0.7428,1.856,0.9281,1.0707,#N/A N/A,257.15,#N/A N/A
4/3/1980,1.1829,0.4675,0.746,1.8635,0.9335,1.0724,#N/A N/A,257.2,#N/A N/A
4/4/1980,1.1829,0.4684,0.746,1.87,0.9331,1.0741,#N/A N/A,258.75,#N/A N/A
4/7/1980,1.1829,0.4673,0.746,1.877,0.9346,1.0764,#N/A N/A,261.4,#N/A N/A
4/8/1980,1.1844,0.4589,0.7437,1.841,0.9372,1.0799,#N/A N/A,258.2,#N/A N/A
4/9/1980,1.1819,0.4575,0.7227,1.786,0.932,1.0776,#N/A N/A,251.8,#N/A N/A
4/10/1980,1.1812,0.4563,0.7234,1.755,0.9255,1.0593,#N/A N/A,249.5,#N/A N/A
4/11/1980,1.1795,0.4556,0.7191,1.748,0.9217,1.0627,#N/A N/A,252.5,#N/A N/A
4/14/1980,1.1824,0.4538,0.7158,1.743,0.9166,1.0604,#N/A N/A,251.35,#N/A N/A
4/15/1980,1.1875,0.4571,0.725,1.7695,0.9149,1.0554,#N/A N/A,252.7,#N/A N/A
4/16/1980,1.187,0.4511,0.7144,1.731,0.9156,1.0576,#N/A N/A,249.1,#N/A N/A
4/17/1980,1.1852,0.4515,0.7124,1.737,0.9137,1.0537,#N/A N/A,248.7,#N/A N/A
4/18/1980,1.1845,0.4508,0.709,1.74,0.9137,1.0532,#N/A N/A,249.4,#N/A N/A
4/21/1980,1.1822,0.446,0.71,1.724,0.9117,1.051,#N/A N/A,249.8,#N/A N/A
4/22/1980,1.184,0.4475,0.7127,1.744,0.9128,1.0482,#N/A N/A,250,#N/A N/A
4/23/1980,1.1808,0.4407,0.7011,1.699,0.912,1.0515,#N/A N/A,243.25,#N/A N/A
4/24/1980,1.1819,0.4418,0.6978,1.7005,0.9091,1.0453,#N/A N/A,244.65,#N/A N/A
4/25/1980,1.1855,0.4399,0.6965,1.694,0.9042,1.0422,#N/A N/A,246,#N/A N/A
4/28/1980,1.1872,0.438,0.6915,1.6715,0.9042,1.0395,#N/A N/A,241.3,#N/A N/A
4/29/1980,1.1895,0.4406,0.6921,1.67,0.9005,1.0352,#N/A N/A,239.3,#N/A N/A
4/30/1980,1.1881,0.4428,0.6932,1.6675,0.8967,1.0333,#N/A N/A,239.35,#N/A N/A
5/1/1980,1.1895,0.4427,0.693,1.668,0.8969,1.0347,#N/A N/A,240.5,#N/A N/A
5/2/1980,1.1895,0.4434,0.6988,1.695,0.8975,1.0363,#N/A N/A,240.35,#N/A N/A
5/5/1980,1.19,0.439,0.6988,1.6625,0.8981,1.0384,#N/A N/A,237.2,#N/A N/A
5/6/1980,1.1875,0.4387,0.6899,1.6555,0.8977,1.0363,#N/A N/A,231.8,#N/A N/A
5/7/1980,1.1842,0.4383,0.6885,1.65,0.8921,1.0299,#N/A N/A,231.85,#N/A N/A
5/8/1980,1.1789,0.4376,0.6912,1.662,0.8897,1.0277,#N/A N/A,233.6,#N/A N/A
5/9/1980,1.1818,0.4411,0.6963,1.682,0.8898,1.0288,#N/A N/A,231.8,#N/A N/A
5/12/1980,1.1787,0.4384,0.6907,1.661,0.8894,1.0287,#N/A N/A,226.8,#N/A N/A
5/13/1980,1.1758,0.4388,0.6911,1.667,0.8865,1.0262,#N/A N/A,227.75,#N/A N/A
5/14/1980,1.1749,0.4353,0.6899,1.66,0.8853,1.0246,#N/A N/A,227.2,#N/A N/A
5/15/1980,1.1774,0.4347,0.6899,1.6645,0.8846,1.0241,#N/A N/A,227.8,#N/A N/A
5/16/1980,1.1746,0.4378,0.6911,1.671,0.8857,1.0241,#N/A N/A,229.6,#N/A N/A
5/19/1980,1.1755,0.4379,0.6926,1.6765,0.8873,1.0277,#N/A N/A,229,#N/A N/A
5/20/1980,1.1741,0.4365,0.6935,1.6795,0.8857,1.0256,#N/A N/A,226.75,#N/A N/A
5/21/1980,1.1741,0.4291,0.688,1.6625,0.8838,1.0248,#N/A N/A,224.4,#N/A N/A
5/22/1980,1.1741,0.4295,0.6878,1.6615,0.8818,1.0204,#N/A N/A,224.05,#N/A N/A
5/23/1980,1.1741,0.4266,0.6848,1.65,0.8794,1.0178,#N/A N/A,221.25,#N/A N/A
5/26/1980,1.1741,0.4266,0.6848,1.65,0.8794,1.0178,#N/A N/A,221.25,#N/A N/A
5/27/1980,1.1741,0.4219,0.6791,1.6375,0.8794,1.0178,#N/A N/A,219.2,#N/A N/A
5/28/1980,1.1628,0.4239,0.6814,1.645,0.8707,1.0074,#N/A N/A,223.5,#N/A N/A
5/29/1980,1.1628,0.4263,0.682,1.653,0.8726,1.0132,#N/A N/A,223.8,#N/A N/A
5/30/1980,1.1628,0.4269,0.6828,1.662,0.8726,1.0132,#N/A N/A,223,#N/A N/A
6/2/1980,1.1588,0.428,0.6835,1.6602,0.875,1.0173,#N/A N/A,223.55,#N/A N/A
6/3/1980,1.1615,0.4342,0.6832,1.654,0.8722,1.0127,#N/A N/A,222.7,#N/A N/A
6/4/1980,1.1584,0.4308,0.6817,1.647,0.8749,1.0194,#N/A N/A,221.4,#N/A N/A
6/5/1980,1.157,0.4291,0.6818,1.648,0.8741,1.0188,#N/A N/A,220.35,#N/A N/A
6/6/1980,1.153,0.4289,0.6817,1.635,0.8735,1.0142,#N/A N/A,219.3,#N/A N/A
6/9/1980,1.1509,0.4254,0.6778,1.6225,0.8711,1.0147,#N/A N/A,216.35,#N/A N/A
6/10/1980,1.1505,0.4287,0.6778,1.6225,0.8668,1.0096,#N/A N/A,215.8,#N/A N/A
6/11/1980,1.1505,0.4283,0.6793,1.629,0.8669,1.0121,#N/A N/A,217.75,#N/A N/A
6/12/1980,1.1505,0.4276,0.6787,1.624,0.8666,1.0111,#N/A N/A,216.5,#N/A N/A
6/13/1980,1.1505,0.4269,0.6753,1.6135,0.8663,1.0111,#N/A N/A,216,#N/A N/A
6/16/1980,1.1505,0.4273,0.6785,1.634,0.8647,1.0091,#N/A N/A,216,#N/A N/A
6/17/1980,1.1521,0.4291,0.6805,1.63,0.8647,1.0101,#N/A N/A,216,#N/A N/A
6/18/1980,1.1501,0.4288,0.6781,1.623,0.8654,1.0111,#N/A N/A,215.75,#N/A N/A
6/19/1980,1.1484,0.4282,0.68,1.638,0.8647,1.0111,#N/A N/A,216.35,#N/A N/A
6/20/1980,1.1496,0.4283,0.6798,1.632,0.8656,1.0111,#N/A N/A,217.2,#N/A N/A
6/23/1980,1.1497,0.4272,0.6792,1.6345,0.8657,1.0137,#N/A N/A,216.07,#N/A N/A
6/24/1980,1.1493,0.4281,0.6801,1.64,0.8641,1.0116,#N/A N/A,216.6,#N/A N/A
6/25/1980,1.153,0.4281,0.68,1.6382,0.8652,1.0132,#N/A N/A,217.95,#N/A N/A
6/26/1980,1.152,0.4267,0.6794,1.6287,0.8662,1.0142,#N/A N/A,217.2,#N/A N/A
6/27/1980,1.1493,0.4261,0.6792,1.6275,0.8652,1.0147,#N/A N/A,217.55,#N/A N/A
6/30/1980,1.1512,0.4245,0.6784,1.6298,0.8651,1.0137,#N/A N/A,219.9,#N/A N/A
7/1/1980,1.1502,0.4235,0.6782,1.6265,0.8658,1.0132,#N/A N/A,219.5,#N/A N/A
7/2/1980,1.147,0.4241,0.6771,1.6195,0.8653,1.0127,#N/A N/A,218.8,#N/A N/A
7/3/1980,1.1438,0.4258,0.6772,1.613,0.8642,1.0127,#N/A N/A,219,#N/A N/A
7/4/1980,1.1438,0.4258,0.6752,1.613,0.8642,1.0127,#N/A N/A,219,#N/A N/A
7/7/1980,1.1438,0.4197,0.6714,1.5875,0.8642,1.0127,#N/A N/A,217.9,#N/A N/A
7/8/1980,1.144,0.4214,0.6693,1.591,0.8617,1.0091,#N/A N/A,219.1,#N/A N/A
7/9/1980,1.1453,0.4213,0.6701,1.5955,0.8626,1.0116,#N/A N/A,218.15,#N/A N/A
7/10/1980,1.1464,0.421,0.6709,1.5948,0.8618,1.0106,#N/A N/A,216.85,#N/A N/A
7/11/1980,1.1501,0.4206,0.6708,1.595,0.8608,1.0101,#N/A N/A,217.7,#N/A N/A
7/14/1980,1.1506,0.421,0.6718,1.605,0.8604,1.0101,#N/A N/A,218.25,#N/A N/A
7/15/1980,1.1531,0.4217,0.6733,1.61,0.8612,1.0107,#N/A N/A,219.4,#N/A N/A
7/16/1980,1.1517,0.4217,0.6722,1.6045,0.8625,1.0127,#N/A N/A,218.8,#N/A N/A
7/17/1980,1.1495,0.4202,0.6699,1.597,0.8613,1.0132,#N/A N/A,218.5,#N/A N/A
7/18/1980,1.1508,0.4212,0.6734,1.6107,0.8609,1.0113,#N/A N/A,220.27,#N/A N/A
7/21/1980,1.1533,0.4203,0.6713,1.6025,0.8618,1.0127,#N/A N/A,220.38,#N/A N/A
7/22/1980,1.1531,0.4188,0.6699,1.598,0.8684,1.0119,#N/A N/A,221,#N/A N/A
7/23/1980,1.1542,0.4194,0.6703,1.6005,0.8612,1.0137,#N/A N/A,224.15,#N/A N/A
7/24/1980,1.1528,0.4173,0.6686,1.595,0.8637,1.0143,#N/A N/A,223.2,#N/A N/A
7/25/1980,1.1569,0.4183,0.6697,1.5988,0.8623,1.0143,#N/A N/A,225.4,#N/A N/A
7/28/1980,1.1636,0.4191,0.6708,1.6075,0.863,1.0148,#N/A N/A,227.4,#N/A N/A
7/29/1980,1.164,0.4218,0.6754,1.6235,0.8638,1.0157,#N/A N/A,226.8,#N/A N/A
7/30/1980,1.1668,0.4259,0.6804,1.648,0.8649,1.0183,#N/A N/A,227.05,#N/A N/A
7/31/1980,1.1619,0.4269,0.6847,1.648,0.8656,1.0212,#N/A N/A,227.4,#N/A N/A
8/1/1980,1.1585,0.4286,0.6882,1.663,0.8684,1.0259,#N/A N/A,227,#N/A N/A
8/4/1980,1.1579,0.4269,0.6861,1.6495,0.8691,1.0281,#N/A N/A,226.05,#N/A N/A
8/5/1980,1.1574,0.4245,0.6829,1.6395,0.8684,1.0251,#N/A N/A,226.25,#N/A N/A
8/6/1980,1.1564,0.4212,0.6806,1.63,0.8664,1.0241,#N/A N/A,225.3,#N/A N/A
8/7/1980,1.1583,0.422,0.6844,1.6445,0.8649,1.022,#N/A N/A,225.7,#N/A N/A
8/8/1980,1.157,0.4216,0.685,1.6505,0.8657,1.0225,#N/A N/A,226.3,#N/A N/A
8/11/1980,1.1598,0.4216,0.6853,1.6505,0.8657,1.0233,#N/A N/A,225.78,#N/A N/A
8/12/1980,1.1607,0.4214,0.6846,1.641,0.8654,1.023,#N/A N/A,222.9,#N/A N/A
8/13/1980,1.1597,0.421,0.684,1.644,0.8637,1.0218,#N/A N/A,224,#N/A N/A
8/14/1980,1.159,0.421,0.6863,1.6445,0.8624,1.02,#N/A N/A,224.4,#N/A N/A
8/15/1980,1.1595,0.4203,0.6864,1.644,0.8628,1.0215,#N/A N/A,225.75,#N/A N/A
8/18/1980,1.1642,0.4221,0.6914,1.6585,0.863,1.0219,#N/A N/A,226.3,#N/A N/A
8/19/1980,1.1646,0.4237,0.6916,1.6608,0.8653,1.0251,#N/A N/A,224.38,#N/A N/A
8/20/1980,1.1612,0.4222,0.6906,1.6585,0.8645,1.0251,#N/A N/A,224.15,#N/A N/A
8/21/1980,1.1605,0.4221,0.6912,1.6565,0.8634,1.0248,#N/A N/A,224.75,#N/A N/A
8/22/1980,1.1597,0.4227,0.6942,1.674,0.8639,1.0254,#N/A N/A,223.8,#N/A N/A
8/25/1980,1.1586,0.4222,0.6942,1.6695,0.8637,1.0259,#N/A N/A,223.2,#N/A N/A
8/26/1980,1.1589,0.4203,0.6939,1.6622,0.8633,1.0242,#N/A N/A,219.4,#N/A N/A
8/27/1980,1.1588,0.4183,0.6927,1.6615,0.8607,1.0223,#N/A N/A,219.68,#N/A N/A
8/28/1980,1.1559,0.4186,0.6891,1.645,0.8609,1.0209,#N/A N/A,218,#N/A N/A
8/29/1980,1.1576,0.4174,0.6913,1.649,0.8584,1.0198,#N/A N/A,219.1,#N/A N/A
9/1/1980,1.1576,0.4174,0.6887,1.649,0.8584,1.0198,#N/A N/A,219.1,#N/A N/A
9/2/1980,1.1555,0.4136,0.6857,1.636,0.8584,1.0198,#N/A N/A,215.93,#N/A N/A
9/3/1980,1.1581,0.414,0.6856,1.629,0.8557,1.0188,#N/A N/A,216.7,#N/A N/A
9/4/1980,1.1621,0.4136,0.6843,1.63,0.8551,1.0147,#N/A N/A,217.2,#N/A N/A
9/5/1980,1.1629,0.4144,0.6863,1.635,0.8542,1.0137,#N/A N/A,218,#N/A N/A
9/8/1980,1.1643,0.4137,0.6852,1.6258,0.8558,1.0168,#N/A N/A,216.7,#N/A N/A
9/9/1980,1.1626,0.4166,0.6854,1.6313,0.855,1.0148,#N/A N/A,216.8,#N/A N/A
9/10/1980,1.1618,0.4163,0.6858,1.6302,0.8549,1.0147,#N/A N/A,216.55,#N/A N/A
9/11/1980,1.1624,0.4147,0.6848,1.6285,0.8549,1.0161,#N/A N/A,214.47,#N/A N/A
9/12/1980,1.1614,0.4143,0.686,1.6305,0.8539,1.0132,#N/A N/A,213.2,#N/A N/A
9/15/1980,1.1646,0.4174,0.6877,1.6322,0.8528,1.014,#N/A N/A,212.65,#N/A N/A
9/16/1980,1.1661,0.419,0.6877,1.634,0.8529,1.0157,#N/A N/A,211.47,#N/A N/A
9/17/1980,1.1706,0.418,0.6866,1.6303,0.8535,1.0168,#N/A N/A,211.95,#N/A N/A
9/18/1980,1.1682,0.4195,0.69,1.6418,0.8525,1.015,#N/A N/A,212.98,#N/A N/A
9/19/1980,1.1667,0.4192,0.6921,1.6445,0.8533,1.0173,#N/A N/A,210.8,#N/A N/A
9/22/1980,1.1665,0.4161,0.6951,1.658,0.8531,1.0181,#N/A N/A,214.8,#N/A N/A
9/23/1980,1.1619,0.4163,0.6968,1.661,0.8538,1.018,#N/A N/A,218.15,#N/A N/A
9/24/1980,1.1659,0.4168,0.6921,1.6445,0.8566,1.0208,#N/A N/A,214.45,#N/A N/A
9/25/1980,1.1664,0.4168,0.6922,1.645,0.8564,1.0215,#N/A N/A,215,#N/A N/A
9/26/1980,1.1677,0.4181,0.6954,1.6455,0.8546,1.0199,#N/A N/A,211.7,#N/A N/A
9/29/1980,1.1723,0.4183,0.6981,1.6543,0.8547,1.0206,#N/A N/A,212.4,#N/A N/A
9/30/1980,1.1705,0.4189,0.6973,1.6535,0.8553,1.021,#N/A N/A,210.85,#N/A N/A
10/1/1980,1.171,0.4182,0.6961,1.642,0.854,1.0199,#N/A N/A,208.5,#N/A N/A
10/2/1980,1.1718,0.4191,0.6972,1.646,0.8511,1.0178,#N/A N/A,208.15,#N/A N/A
10/3/1980,1.1684,0.4187,0.6973,1.6455,0.8511,1.018,#N/A N/A,207.6,#N/A N/A
10/6/1980,1.1665,0.417,0.6935,1.633,0.8511,1.0183,#N/A N/A,207.9,#N/A N/A
10/7/1980,1.1676,0.418,0.6954,1.6382,0.8501,1.0156,#N/A N/A,208.85,#N/A N/A
10/8/1980,1.1681,0.4179,0.6949,1.638,0.8513,1.02,#N/A N/A,208.35,#N/A N/A
10/9/1980,1.1659,0.4172,0.6952,1.636,0.8504,1.0192,#N/A N/A,208.95,#N/A N/A
10/10/1980,1.165,0.4162,0.695,1.636,0.8505,1.0203,#N/A N/A,209,#N/A N/A
10/13/1980,1.165,0.4162,0.696,1.636,0.8505,1.0203,#N/A N/A,209,#N/A N/A
10/14/1980,1.1643,0.4153,0.6988,1.645,0.8505,1.0203,#N/A N/A,206.5,#N/A N/A
10/15/1980,1.165,0.4155,0.7022,1.6475,0.8491,1.0154,#N/A N/A,207.3,#N/A N/A
10/16/1980,1.1663,0.4138,0.7033,1.6505,0.8502,1.0192,#N/A N/A,208.15,#N/A N/A
10/17/1980,1.1669,0.4144,0.7073,1.658,0.8508,1.0183,#N/A N/A,208.2,#N/A N/A
10/20/1980,1.1671,0.4116,0.7133,1.658,0.8508,1.019,#N/A N/A,208.65,#N/A N/A
10/21/1980,1.1672,0.4107,0.7145,1.657,0.8508,1.0199,#N/A N/A,207.95,#N/A N/A
10/22/1980,1.1678,0.4108,0.7161,1.664,0.8513,1.0165,#N/A N/A,209.35,#N/A N/A
10/23/1980,1.1691,0.4095,0.7144,1.6625,0.8516,1.0202,#N/A N/A,210.4,#N/A N/A
10/24/1980,1.167,0.4098,0.716,1.6755,0.8525,1.0204,#N/A N/A,212.75,#N/A N/A
10/27/1980,1.1718,0.4102,0.7202,1.6995,0.8527,1.0194,#N/A N/A,213.75,#N/A N/A
10/28/1980,1.1752,0.4108,0.7248,1.7075,0.8547,1.0209,#N/A N/A,213.25,#N/A N/A
10/29/1980,1.1745,0.4097,0.722,1.696,0.8551,1.0254,#N/A N/A,210,#N/A N/A
10/30/1980,1.1779,0.4102,0.726,1.712,0.8539,1.023,#N/A N/A,210.5,#N/A N/A
10/31/1980,1.1753,0.4104,0.7281,1.715,0.8522,1.023,#N/A N/A,211.05,#N/A N/A
11/3/1980,1.179,0.4093,0.7334,1.717,0.8532,1.0251,#N/A N/A,210.8,#N/A N/A
11/4/1980,1.179,0.4093,0.7326,1.717,0.8532,1.0251,#N/A N/A,210.8,#N/A N/A
11/5/1980,1.1843,0.4088,0.7418,1.742,0.8532,1.0251,#N/A N/A,211.35,#N/A N/A
11/6/1980,1.1882,0.4102,0.7435,1.7453,0.8539,1.0256,#N/A N/A,212.65,#N/A N/A
11/7/1980,1.187,0.4136,0.7472,1.745,0.8546,1.0262,#N/A N/A,213.1,#N/A N/A
11/10/1980,1.1836,0.4173,0.7323,1.7075,0.8578,1.0309,#N/A N/A,209.5,#N/A N/A
11/11/1980,1.1836,0.4173,0.7233,1.7075,0.8578,1.0309,#N/A N/A,209.5,#N/A N/A
11/12/1980,1.1827,0.4144,0.7272,1.7105,0.8578,1.0309,#N/A N/A,213.1,#N/A N/A
11/13/1980,1.1849,0.4137,0.7269,1.704,0.8562,1.0336,#N/A N/A,212.3,#N/A N/A
11/14/1980,1.1865,0.4161,0.7314,1.714,0.8543,1.0293,#N/A N/A,212.9,#N/A N/A
11/17/1980,1.189,0.4177,0.7406,1.737,0.856,1.0309,#N/A N/A,213.6,#N/A N/A
11/18/1980,1.1882,0.4184,0.7356,1.727,0.8568,1.0235,#N/A N/A,213.3,#N/A N/A
11/19/1980,1.1867,0.4209,0.7323,1.7155,0.8576,1.0357,#N/A N/A,212.65,#N/A N/A
11/20/1980,1.1872,0.4193,0.7356,1.7235,0.856,1.0359,#N/A N/A,213.7,#N/A N/A
11/21/1980,1.1855,0.424,0.7381,1.728,0.8566,1.0352,#N/A N/A,213.8,#N/A N/A
11/24/1980,1.1909,0.4275,0.7369,1.7315,0.8575,1.039,#N/A N/A,213.35,#N/A N/A
11/25/1980,1.1882,0.4246,0.7364,1.7265,0.8567,1.04,#N/A N/A,213.65,#N/A N/A
11/26/1980,1.1878,0.422,0.739,1.7285,0.857,1.0398,#N/A N/A,216.45,#N/A N/A
11/27/1980,1.1878,0.422,0.7406,1.7285,0.857,1.0398,#N/A N/A,216.45,#N/A N/A
11/28/1980,1.1899,0.4242,0.7408,1.7385,0.857,1.0398,#N/A N/A,216.6,#N/A N/A
12/1/1980,1.1929,0.4242,0.7449,1.7525,0.8591,1.0444,#N/A N/A,217.85,#N/A N/A
12/2/1980,1.1932,0.4242,0.7462,1.7575,0.8604,1.0471,#N/A N/A,216.55,#N/A N/A
12/3/1980,1.1945,0.4242,0.7449,1.7505,0.8591,1.0471,#N/A N/A,213.55,#N/A N/A
12/4/1980,1.1917,0.4242,0.746,1.7515,0.8595,1.0471,#N/A N/A,211,#N/A N/A
12/5/1980,1.1959,0.4242,0.7518,1.7715,0.8579,1.0471,#N/A N/A,211.6,#N/A N/A
12/8/1980,1.1954,0.4242,0.7535,1.775,0.8578,1.0477,#N/A N/A,208.5,#N/A N/A
12/9/1980,1.1986,0.4242,0.7588,1.7925,0.8551,1.0433,#N/A N/A,209.1,#N/A N/A
12/10/1980,1.2,0.4274,0.7657,1.82,0.8569,1.0482,#N/A N/A,210.1,#N/A N/A
12/11/1980,1.201,0.4321,0.7744,1.827,0.8562,1.0482,#N/A N/A,210.45,#N/A N/A
12/12/1980,1.2038,0.4304,0.7682,1.8165,0.8598,1.0526,#N/A N/A,210.5,#N/A N/A
12/15/1980,1.2038,0.4296,0.7601,1.809,0.8596,1.0543,#N/A N/A,209.4,#N/A N/A
12/16/1980,1.2038,0.4331,0.7733,1.8305,0.8574,1.0499,#N/A N/A,208.75,#N/A N/A
