Dates,USDCAD Curncy,USDGBP Curncy,USDEUR Curncy,USDCHF Curncy,USDAUD Curncy,USDNZD Curncy,USDILS Curncy,USDJPY Curncy,USDSGD Curncy
6/12/1990,1.1715,0.5869,0.8047,1.437,1.2928,1.7271,1.994,154.44,1.852
6/13/1990,1.1722,0.5843,0.8047,1.4328,1.2928,1.7167,1.994,154.79,1.849
6/14/1990,1.1705,0.5851,0.8038,1.4355,1.2895,1.7212,1.994,154.07,1.8485
6/15/1990,1.172,0.5848,0.8083,1.436,1.286,1.7123,1.994,154.2,1.8485
6/18/1990,1.1727,0.5829,0.8005,1.4165,1.2809,1.7138,1.994,153.7,1.85
6/19/1990,1.1741,0.5807,0.7956,1.4077,1.2734,1.7123,1.994,153.65,1.849
6/20/1990,1.1724,0.5806,0.7995,1.4145,1.2742,1.7112,1.994,154,1.8425
6/21/1990,1.1749,0.5812,0.7976,1.4155,1.2642,1.7007,1.994,154.82,1.8425
6/22/1990,1.1822,0.577,0.7974,1.409,1.269,1.7013,1.994,154.75,1.8425
6/25/1990,1.1794,0.5779,0.7962,1.4107,1.2756,1.7018,1.994,155.37,1.8425
6/26/1990,1.1732,0.5741,0.7964,1.406,1.27,1.6978,1.994,155.15,1.8435
6/27/1990,1.1705,0.5728,0.7906,1.408,1.2699,1.7021,1.994,154.38,1.845
6/28/1990,1.1698,0.575,0.7929,1.4137,1.2692,1.6978,1.994,153.17,1.845
6/29/1990,1.1665,0.5718,0.7921,1.4155,1.2579,1.6943,2.078,152.35,1.841
7/2/1990,1.1619,0.5632,0.7874,1.404,1.2533,1.6915,2.078,151.27,1.841
7/3/1990,1.1625,0.5631,0.7864,1.3945,1.253,1.6892,2.078,151.2,1.8325
7/4/1990,1.1625,0.5602,0.7817,1.3913,1.2433,1.6869,2.078,149.8,1.833
7/5/1990,1.1632,0.561,0.783,1.3997,1.2511,1.6883,2.078,150.77,1.8305
7/6/1990,1.1632,0.5596,0.7849,1.4015,1.2528,1.6889,2.078,151.03,1.832
7/9/1990,1.1592,0.5529,0.7821,1.3955,1.2418,1.6858,2.078,151.1,1.831
7/10/1990,1.1572,0.5479,0.78,1.3963,1.2392,1.6849,2.078,148.9,1.8225
7/11/1990,1.1597,0.5556,0.7827,1.4035,1.25,1.6827,2.078,148.68,1.8175
7/12/1990,1.1593,0.5513,0.7881,1.405,1.2547,1.6798,2.078,148.6,1.812
7/13/1990,1.1579,0.5557,0.7817,1.393,1.2829,1.6906,2.078,147.5,1.8195
7/16/1990,1.1589,0.5543,0.7852,1.4165,1.2728,1.6849,2.078,148.05,1.8175
7/17/1990,1.1563,0.5505,0.7837,1.407,1.2574,1.6801,2.078,148.35,1.8175
7/18/1990,1.153,0.5505,0.7784,1.4088,1.285,1.6878,2.078,147.3,1.8175
7/19/1990,1.1538,0.5508,0.7806,1.41,1.2767,1.6892,2.078,148.05,1.81
7/20/1990,1.1573,0.5498,0.7798,1.4075,1.27,1.6764,2.078,148.97,1.8165
7/23/1990,1.157,0.5453,0.7744,1.3885,1.2763,1.6742,2.078,148.45,1.8165
7/24/1990,1.156,0.5515,0.7713,1.375,1.2706,1.6787,2.078,148.35,1.8135
7/25/1990,1.152,0.552,0.7706,1.374,1.2749,1.6923,2.078,148.88,1.8163
7/26/1990,1.1517,0.551,0.7702,1.3782,1.2796,1.7015,2.078,150.45,1.821
7/27/1990,1.1522,0.5441,0.7673,1.3685,1.2658,1.6949,2.078,149.6,1.8215
7/30/1990,1.1523,0.541,0.7638,1.365,1.2594,1.6863,2.078,148.2,1.819
7/31/1990,1.153,0.5366,0.7555,1.3477,1.255,1.679,2.078,146.13,1.812
8/1/1990,1.1535,0.5386,0.7566,1.3555,1.2583,1.677,2.078,147.25,1.807
8/2/1990,1.1523,0.5389,0.7612,1.3565,1.2739,1.6841,2.078,149.6,1.806
8/3/1990,1.1515,0.5379,0.756,1.351,1.2723,1.6798,2.078,149.9,1.8085
8/6/1990,1.1485,0.5339,0.7478,1.3322,1.2658,1.6807,2.078,149.75,1.809
8/7/1990,1.1503,0.5336,0.7497,1.331,1.2609,1.6584,2.078,149.8,1.804
8/8/1990,1.149,0.5346,0.7574,1.344,1.2571,1.6639,2.078,150.15,1.804
8/9/1990,1.147,0.5355,0.7566,1.3385,1.2492,1.657,2.078,149.82,1.8075
8/10/1990,1.1475,0.5339,0.7574,1.339,1.2536,1.6625,2.078,150.15,1.806
8/13/1990,1.147,0.5311,0.7483,1.3165,1.2442,1.6447,2.078,150.35,1.8055
8/14/1990,1.1454,0.5291,0.7463,1.306,1.2392,1.6155,2.078,149.48,1.799
8/15/1990,1.1435,0.526,0.7401,1.293,1.2369,1.6181,2.078,147.45,1.798
8/16/1990,1.1482,0.5237,0.7428,1.3035,1.2407,1.6181,2.078,148.38,1.796
8/17/1990,1.1445,0.5199,0.7384,1.2815,1.2353,1.6168,2.078,147.57,1.796
8/20/1990,1.1438,0.5225,0.7421,1.2918,1.2367,1.6181,2.078,146.87,1.791
8/21/1990,1.1395,0.5222,0.7417,1.2868,1.2262,1.6064,2.078,146.4,1.79
8/22/1990,1.1365,0.5195,0.7411,1.2735,1.2158,1.5944,2.078,145.75,1.7895
8/23/1990,1.1316,0.5114,0.7383,1.2605,1.1947,1.5815,2.078,146.6,1.787
8/24/1990,1.1338,0.5163,0.7393,1.2685,1.2034,1.5843,2.078,146.55,1.775
8/27/1990,1.1372,0.5144,0.7393,1.275,1.1923,1.5949,2.078,144.45,1.7775
8/28/1990,1.1422,0.5139,0.7385,1.2815,1.2034,1.581,2.078,143.48,1.7745
8/29/1990,1.1378,0.5138,0.7402,1.285,1.1993,1.5835,2.078,143.62,1.764
8/30/1990,1.1455,0.5215,0.7453,1.296,1.2277,1.626,2.078,144.3,1.764
8/31/1990,1.1545,0.5277,0.7512,1.3085,1.2277,1.6239,2.078,143.93,1.765
9/3/1990,1.154,0.5338,0.7548,1.3165,1.2263,1.6252,2.078,143.52,1.765
9/4/1990,1.1615,0.5323,0.7547,1.3175,1.2253,1.6207,2.078,143.55,1.763
9/5/1990,1.1529,0.5244,0.747,1.2975,1.2102,1.5974,2.078,141.68,1.764
9/6/1990,1.1579,0.5227,0.7438,1.2988,1.2117,1.6005,2.078,141.05,1.748
9/7/1990,1.1635,0.5284,0.7469,1.304,1.2245,1.6137,2.078,140.1,1.759
9/10/1990,1.1705,0.5379,0.7531,1.319,1.2293,1.6103,2.078,139.2,1.7778
9/11/1990,1.163,0.5384,0.7592,1.3305,1.2217,1.6155,2.078,139.85,1.7695
9/12/1990,1.1628,0.5378,0.7557,1.3232,1.2197,1.6077,2.078,137.7,1.769
9/13/1990,1.1644,0.5311,0.7563,1.3139,1.2099,1.5987,2.078,137.35,1.771
9/14/1990,1.1647,0.528,0.7453,1.2905,1.2107,1.5911,2.078,136.67,1.782
9/17/1990,1.1594,0.5222,0.7418,1.287,1.2005,1.6057,2.078,137,1.772
9/18/1990,1.1575,0.5223,0.7393,1.2825,1.2026,1.5962,2.078,137.5,1.7655
9/19/1990,1.1575,0.5305,0.7477,1.306,1.2026,1.6077,2.078,137.5,1.766
9/20/1990,1.1546,0.5339,0.753,1.32,1.2085,1.6111,2.078,136.93,1.7655
9/21/1990,1.1532,0.5414,0.7506,1.3222,1.2077,1.6308,2.078,136.9,1.7665
9/24/1990,1.1503,0.5316,0.7444,1.2975,1.2011,1.6098,2.078,136.1,1.7695
9/25/1990,1.1495,0.535,0.7453,1.302,1.2026,1.6064,2.078,137.38,1.767
9/26/1990,1.1534,0.5342,0.7482,1.3112,1.2026,1.6194,2.078,137.27,1.767
9/27/1990,1.1553,0.5321,0.7492,1.308,1.2089,1.6234,2.078,138.37,1.767
9/28/1990,1.1565,0.5323,0.7474,1.2995,1.2099,1.6247,2.057,138.27,1.7635
10/1/1990,1.1529,0.5309,0.7403,1.2895,1.2044,1.6111,2.057,136.9,1.7655
10/2/1990,1.153,0.5283,0.7426,1.292,1.2056,1.6176,2.057,136.95,1.761
10/3/1990,1.1517,0.5256,0.7389,1.285,1.213,1.6194,2.057,136.13,1.7615
10/4/1990,1.1489,0.5221,0.7335,1.277,1.1998,1.626,2.057,133.9,1.7565
10/5/1990,1.1545,0.5112,0.7336,1.291,1.1976,1.6213,2.057,132.4,1.7505
10/8/1990,1.1516,0.5063,0.7325,1.279,1.194,1.6064,2.057,130.5,1.7485
10/9/1990,1.151,0.5092,0.7286,1.2775,1.199,1.6142,2.057,130.33,1.7315
10/10/1990,1.15,0.5074,0.729,1.278,1.21,1.6207,2.057,129.97,1.73
10/11/1990,1.1514,0.5056,0.7328,1.291,1.2259,1.6252,2.057,129.95,1.732
10/12/1990,1.1472,0.5074,0.7263,1.2785,1.2222,1.6207,2.057,128.65,1.7325
10/15/1990,1.1523,0.5127,0.7269,1.2885,1.2645,1.6502,2.057,128.15,1.728
10/16/1990,1.1555,0.5084,0.7246,1.279,1.2698,1.6474,2.057,127.25,1.724
10/17/1990,1.1647,0.5099,0.7204,1.2735,1.2853,1.6598,2.057,125.27,1.724
10/18/1990,1.1748,0.5072,0.7216,1.274,1.2979,1.6692,2.057,125.05,1.7175
10/19/1990,1.167,0.5105,0.7187,1.27,1.2771,1.6472,2.057,125.75,1.706
10/22/1990,1.1733,0.5137,0.7223,1.282,1.2796,1.6434,2.057,126.05,1.7135
10/23/1990,1.171,0.5132,0.7247,1.2817,1.287,1.6562,2.057,127.5,1.708
10/24/1990,1.1688,0.5102,0.7213,1.27,1.2793,1.6447,2.057,128.05,1.712
10/25/1990,1.168,0.5115,0.72,1.277,1.2763,1.6399,2.057,127.3,1.711
10/26/1990,1.1655,0.5107,0.7241,1.281,1.2776,1.6377,2.057,128,1.706
10/29/1990,1.1642,0.5132,0.723,1.287,1.278,1.6279,2.057,128.4,1.72
10/30/1990,1.167,0.5112,0.728,1.2895,1.2788,1.63,2.057,129.1,1.7065
10/31/1990,1.1678,0.5145,0.7239,1.287,1.2718,1.6305,2.057,129.95,1.7105
11/1/1990,1.1652,0.514,0.7204,1.2762,1.2744,1.6327,2.057,130.48,1.706
11/2/1990,1.1655,0.5102,0.7175,1.2707,1.2887,1.6434,2.057,128.6,1.7125
11/5/1990,1.1587,0.5072,0.7138,1.2505,1.2796,1.6273,2.057,126.8,1.709
11/6/1990,1.1611,0.5086,0.7094,1.25,1.2707,1.6273,2.057,127.3,1.7005
11/7/1990,1.1628,0.5077,0.7077,1.244,1.2854,1.6313,2.057,128.15,1.705
11/8/1990,1.169,0.5084,0.714,1.2485,1.2829,1.6393,2.057,129.9,1.7025
11/9/1990,1.17,0.5084,0.7122,1.25,1.2825,1.638,2.057,129.73,1.7085
11/12/1990,1.1665,0.5093,0.7078,1.25,1.2845,1.6407,2.057,128.85,1.712
11/13/1990,1.1658,0.509,0.7072,1.2537,1.292,1.6327,2.057,129.6,1.712
11/14/1990,1.1645,0.5101,0.7053,1.246,1.2979,1.6393,2.057,129.62,1.7115
11/15/1990,1.1621,0.5109,0.7084,1.2522,1.2953,1.6404,2.057,129.27,1.7135
11/16/1990,1.164,0.5078,0.7048,1.244,1.2967,1.6402,2.057,129.43,1.7115
11/19/1990,1.1631,0.5065,0.7037,1.2457,1.3063,1.6402,2.057,129,1.712
11/20/1990,1.16,0.5085,0.7073,1.2473,1.3038,1.6319,2.057,128.95,1.7095
11/21/1990,1.1592,0.5074,0.7073,1.2513,1.308,1.6361,2.057,127.65,1.7095
11/22/1990,1.161,0.5076,0.709,1.2505,1.3004,1.634,2.057,127.32,1.714
11/23/1990,1.1593,0.5081,0.7115,1.2585,1.3038,1.6287,2.057,127.35,1.7095
11/26/1990,1.16,0.5079,0.7146,1.2675,1.3034,1.6353,2.057,128.75,1.709
11/27/1990,1.1635,0.5043,0.7091,1.26,1.2995,1.638,2.057,128.33,1.7095
11/28/1990,1.1652,0.508,0.7106,1.2683,1.2992,1.6393,2.057,129.85,1.7085
11/29/1990,1.1648,0.5144,0.7124,1.277,1.2968,1.642,2.057,132.45,1.7065
11/30/1990,1.1658,0.5145,0.7199,1.2765,1.2939,1.6423,2.057,133.1,1.7125
12/3/1990,1.1655,0.5218,0.7221,1.292,1.2873,1.6367,2.057,134.4,1.722
12/4/1990,1.1638,0.518,0.7201,1.2842,1.2853,1.6402,2.057,134.05,1.722
12/5/1990,1.163,0.5191,0.7204,1.2835,1.3012,1.6402,2.057,134.53,1.723
12/6/1990,1.1623,0.5153,0.716,1.2725,1.297,1.6653,2.057,132.35,1.7195
12/7/1990,1.159,0.5123,0.7106,1.263,1.2912,1.6556,2.057,131.05,1.7185
12/10/1990,1.157,0.5139,0.7058,1.262,1.3004,1.6584,2.057,131.9,1.718
12/11/1990,1.1589,0.5161,0.7089,1.2675,1.3021,1.6653,2.057,132.1,1.7115
12/12/1990,1.1602,0.5141,0.7095,1.2645,1.3034,1.6639,2.057,131.82,1.7145
12/13/1990,1.16,0.5139,0.7104,1.2655,1.3175,1.6776,2.057,132.13,1.714
12/14/1990,1.1599,0.5163,0.7124,1.2742,1.3004,1.672,2.057,132.95,1.711
12/17/1990,1.1575,0.5179,0.7146,1.275,1.3031,1.692,2.057,133.25,1.715
12/18/1990,1.1574,0.5169,0.7137,1.2703,1.2987,1.6958,2.057,133.23,1.716
12/19/1990,1.1593,0.5179,0.7111,1.27,1.2954,1.692,2.057,134.15,1.7225
12/20/1990,1.1603,0.528,0.7185,1.2898,1.2917,1.6972,2.057,134.85,1.728
12/21/1990,1.16,0.5297,0.7326,1.309,1.2987,1.7036,2.057,135.6,1.736
12/24/1990,1.1604,0.5335,0.7381,1.316,1.2903,1.703,2.057,136.05,1.7435
12/25/1990,1.1604,0.5333,0.7381,1.311,1.2903,1.703,2.057,135.9,1.7435
12/26/1990,1.16,0.5313,0.7381,1.307,1.2895,1.6978,2.057,136.05,1.738
12/27/1990,1.1612,0.5291,0.7345,1.306,1.3033,1.7109,2.057,136.45,1.755
12/28/1990,1.1612,0.5202,0.7216,1.2795,1.2984,1.7062,2.057,135.12,1.7545
12/31/1990,1.1605,0.5181,0.719,1.277,1.2962,1.7018,2.048,135.75,1.7435
1/1/1991,1.1605,0.5181,0.719,1.277,1.2962,1.7018,2.048,135.13,1.7435
1/2/1991,1.1574,0.5147,0.7166,1.2622,1.2925,1.6869,2.048,134.6,1.7391
1/3/1991,1.153,0.514,0.7164,1.2665,1.2853,1.6821,2.048,133.05,1.7435
1/4/1991,1.1513,0.5167,0.7218,1.2755,1.284,1.6852,2.048,135.1,1.744
1/7/1991,1.1533,0.5252,0.7341,1.2921,1.2842,1.6838,2.048,136.7,1.7515
1/8/1991,1.1515,0.5274,0.7348,1.288,1.2844,1.6835,2.048,136.45,1.758
1/9/1991,1.1559,0.5291,0.7276,1.2732,1.2915,1.6946,2.048,134.05,1.76
1/10/1991,1.1526,0.5223,0.7342,1.2885,1.2895,1.6841,2.048,134.6,1.7595
1/11/1991,1.153,0.5241,0.7341,1.28,1.2895,1.6793,2.048,134.25,1.7575
1/14/1991,1.1485,0.5252,0.7397,1.2831,1.284,1.679,2.048,135.05,1.759
1/15/1991,1.1485,0.5263,0.7395,1.2873,1.2747,1.6745,2.048,135.9,1.7645
1/16/1991,1.1486,0.5244,0.7408,1.289,1.2666,1.6764,2.048,136.85,1.764
1/17/1991,1.1554,0.5175,0.7279,1.2725,1.2788,1.6793,2.048,132.88,1.768
1/18/1991,1.1588,0.5156,0.7226,1.262,1.278,1.6767,2.048,132.8,1.7455
1/21/1991,1.159,0.5097,0.7158,1.2475,1.2809,1.6717,2.048,132.05,1.7455
1/22/1991,1.1615,0.5141,0.7179,1.2582,1.2762,1.6736,2.048,131.7,1.729
1/23/1991,1.1588,0.5099,0.7163,1.2532,1.2721,1.6689,2.048,132.41,1.732
1/24/1991,1.1589,0.5107,0.71,1.258,1.2825,1.6714,2.048,132.23,1.7345
1/25/1991,1.1645,0.511,0.7137,1.26,1.285,1.6706,2.048,132.27,1.7265
1/28/1991,1.1621,0.5089,0.7129,1.2635,1.2747,1.6675,2.048,132.2,1.7265
1/29/1991,1.1597,0.5105,0.7111,1.2605,1.2737,1.67,2.048,131.53,1.7265
1/30/1991,1.1605,0.5092,0.7171,1.2675,1.2716,1.6633,2.048,131.6,1.726
1/31/1991,1.1629,0.5084,0.7108,1.258,1.2744,1.67,2.048,131.45,1.729
2/1/1991,1.1608,0.5062,0.7037,1.2525,1.2745,1.6722,2.048,131.45,1.7325
2/4/1991,1.1582,0.5047,0.7026,1.2512,1.2776,1.662,2.048,131.08,1.732
2/5/1991,1.1595,0.5019,0.7006,1.249,1.284,1.6653,2.048,129.73,1.719
2/6/1991,1.158,0.4989,0.6964,1.2347,1.2824,1.657,2.048,128.35,1.714
2/7/1991,1.1597,0.5006,0.6958,1.2375,1.277,1.6537,2.048,127.95,1.7115
2/8/1991,1.1585,0.5028,0.6987,1.2445,1.2817,1.6653,2.048,127.9,1.712
2/11/1991,1.1568,0.5004,0.6956,1.2355,1.2827,1.6611,2.048,127.72,1.713
2/12/1991,1.1534,0.5051,0.6964,1.245,1.2758,1.6504,2.048,128.3,1.7095
2/13/1991,1.1533,0.5035,0.6979,1.2495,1.2669,1.6437,2.048,129.08,1.713
2/14/1991,1.154,0.5048,0.7012,1.257,1.269,1.6447,2.048,129.8,1.706
2/15/1991,1.1545,0.508,0.7073,1.268,1.2686,1.6461,2.048,130.45,1.7085
2/18/1991,1.153,0.5101,0.7107,1.2733,1.2655,1.6461,2.048,130.4,1.7115
2/19/1991,1.154,0.5123,0.7125,1.2815,1.2682,1.6488,2.048,131.55,1.71
2/20/1991,1.1534,0.5128,0.7163,1.2798,1.2661,1.6745,2.048,131.8,1.722
2/21/1991,1.1515,0.5109,0.7133,1.2743,1.2679,1.6714,2.048,131.4,1.721
2/22/1991,1.152,0.5143,0.7164,1.2895,1.2723,1.6681,2.048,132.2,1.722
2/25/1991,1.1521,0.5195,0.728,1.304,1.2763,1.6708,2.048,133.35,1.718
2/26/1991,1.1516,0.5209,0.7298,1.305,1.2734,1.6708,2.048,132.85,1.7275
2/27/1991,1.1518,0.5214,0.728,1.316,1.2731,1.6672,2.048,132.27,1.7265
2/28/1991,1.1499,0.5227,0.7294,1.3265,1.2695,1.6683,2.048,132.95,1.7285
3/1/1991,1.1531,0.5276,0.734,1.332,1.2703,1.657,2.048,134.55,1.726
3/4/1991,1.1557,0.5273,0.7347,1.34,1.2835,1.6678,2.048,135.55,1.7305
3/5/1991,1.1549,0.5283,0.732,1.3355,1.2947,1.6675,2.048,135.39,1.735
3/6/1991,1.1599,0.5274,0.7401,1.3455,1.2997,1.6795,2.048,136.25,1.7335
3/7/1991,1.1602,0.5299,0.7394,1.35,1.3026,1.6827,2.048,135.8,1.746
3/8/1991,1.1619,0.5362,0.7479,1.3645,1.3006,1.6722,2.048,136.25,1.742
3/11/1991,1.1557,0.5405,0.7539,1.3705,1.2997,1.6958,2.048,138.1,1.745
3/12/1991,1.1551,0.5382,0.752,1.3625,1.3004,1.6692,2.048,136.3,1.7477
3/13/1991,1.1542,0.5405,0.7553,1.3695,1.299,1.6773,2.048,136.4,1.7435
3/14/1991,1.1538,0.54,0.7552,1.3685,1.3006,1.6703,2.048,135.95,1.7465
3/15/1991,1.1553,0.5487,0.7641,1.3873,1.2975,1.6756,2.048,137.2,1.748
3/18/1991,1.1533,0.5576,0.7803,1.412,1.299,1.6798,2.048,138.15,1.752
3/19/1991,1.1558,0.5651,0.7877,1.4285,1.2999,1.6779,2.048,138.15,1.76
3/20/1991,1.1584,0.5597,0.7869,1.423,1.2999,1.6722,2.048,138.6,1.768
3/21/1991,1.156,0.5565,0.7834,1.4105,1.2928,1.6779,2.048,137.6,1.771
3/22/1991,1.1576,0.5585,0.784,1.4093,1.2902,1.6759,2.048,137.2,1.77
3/25/1991,1.1605,0.5722,0.7972,1.429,1.2937,1.6992,2.048,138.43,1.769
3/26/1991,1.1598,0.5716,0.81,1.4353,1.2897,1.6989,2.048,138.35,1.771
3/27/1991,1.1608,0.5755,0.8169,1.4545,1.292,1.7007,2.048,139.1,1.784
3/28/1991,1.1588,0.5744,0.8161,1.4555,1.289,1.7021,2.048,141.2,1.791
3/29/1991,1.1595,0.5711,0.8161,1.445,1.2862,1.7007,2.261,140.6,1.794
4/1/1991,1.1585,0.5647,0.8161,1.4382,1.2887,1.6992,2.261,140.2,1.79
4/2/1991,1.156,0.5612,0.8055,1.4243,1.289,1.6949,2.261,138.3,1.789
4/3/1991,1.1557,0.5645,0.7979,1.4161,1.2825,1.6821,2.261,137.4,1.7855
4/4/1991,1.1557,0.5598,0.7974,1.4015,1.2771,1.6849,2.261,135.97,1.763
4/5/1991,1.1538,0.5651,0.7978,1.419,1.2708,1.679,2.261,136.9,1.771
4/8/1991,1.154,0.5664,0.8056,1.4322,1.2708,1.6832,2.261,137.25,1.762
4/9/1991,1.1527,0.5583,0.7983,1.4125,1.2702,1.6861,2.261,135.1,1.77
4/10/1991,1.1522,0.5631,0.8002,1.424,1.269,1.6949,2.261,136.35,1.768
4/11/1991,1.1498,0.5583,0.7961,1.412,1.2753,1.6949,2.261,135.95,1.7575
4/12/1991,1.1508,0.5624,0.8003,1.4265,1.2728,1.6987,2.261,136.3,1.759
4/15/1991,1.1498,0.5576,0.7947,1.4235,1.2804,1.6969,2.261,134.48,1.759
4/16/1991,1.1488,0.558,0.794,1.418,1.2829,1.6918,2.261,134.85,1.754
4/17/1991,1.1509,0.5594,0.7941,1.426,1.284,1.6858,2.261,136.35,1.75
4/18/1991,1.1525,0.5703,0.8024,1.443,1.2866,1.6935,2.261,136.8,1.748
4/19/1991,1.155,0.5807,0.8257,1.4715,1.2918,1.6978,2.261,138.58,1.758
4/22/1991,1.1595,0.5893,0.8401,1.481,1.297,1.705,2.261,139.45,1.7775
4/23/1991,1.1563,0.5851,0.8303,1.4595,1.2853,1.7018,2.261,137.94,1.783
4/24/1991,1.155,0.5884,0.8301,1.4698,1.287,1.7132,2.261,138.05,1.7795
4/25/1991,1.153,0.5908,0.834,1.4658,1.2865,1.7079,2.261,138.05,1.775
4/26/1991,1.1519,0.5912,0.835,1.4795,1.2824,1.7036,2.261,138.13,1.7785
4/29/1991,1.1534,0.5888,0.845,1.484,1.2837,1.6987,2.261,137.7,1.7735
4/30/1991,1.152,0.5794,0.8202,1.449,1.2758,1.6958,2.261,136.38,1.7845
5/1/1991,1.152,0.5802,0.8106,1.445,1.2837,1.6978,2.261,137.6,1.769
5/2/1991,1.1497,0.5814,0.8223,1.459,1.2847,1.7088,2.261,138.1,1.758
5/3/1991,1.1515,0.5903,0.8308,1.476,1.2867,1.705,2.261,138.55,1.766
5/6/1991,1.1515,0.5848,0.8308,1.4702,1.2798,1.6978,2.261,138.47,1.7755
5/7/1991,1.1508,0.5794,0.8199,1.459,1.2813,1.7013,2.261,137.95,1.773
5/8/1991,1.152,0.5814,0.8239,1.465,1.2755,1.6989,2.261,138.35,1.766
5/9/1991,1.153,0.5817,0.8308,1.473,1.2763,1.6949,2.261,139.3,1.7715
5/10/1991,1.1514,0.5817,0.8259,1.459,1.2772,1.6978,2.261,138.75,1.772
5/13/1991,1.1503,0.5764,0.8218,1.444,1.2834,1.6992,2.261,139.42,1.771
5/14/1991,1.1511,0.5726,0.8132,1.4322,1.2825,1.6955,2.261,138.15,1.771
5/15/1991,1.1501,0.5701,0.8052,1.4315,1.2755,1.6992,2.261,137.99,1.771
5/16/1991,1.149,0.5715,0.8079,1.441,1.276,1.6912,2.261,137.55,1.765
5/17/1991,1.1507,0.5834,0.8256,1.471,1.2793,1.692,2.261,138.5,1.765
5/20/1991,1.1496,0.5822,0.8275,1.4587,1.277,1.7021,2.261,138.22,1.771
5/21/1991,1.1488,0.5754,0.8169,1.4495,1.2863,1.6964,2.261,137.5,1.7735
5/22/1991,1.1492,0.5782,0.823,1.46,1.3089,1.7036,2.261,138.05,1.772
5/23/1991,1.1509,0.5762,0.8202,1.4563,1.3196,1.728,2.261,137.73,1.772
5/24/1991,1.1495,0.5777,0.8161,1.4546,1.3167,1.7167,2.261,138.4,1.771
5/27/1991,1.1495,0.5752,0.8161,1.448,1.3203,1.7167,2.261,138.2,1.7685
5/28/1991,1.1464,0.5726,0.8127,1.4455,1.3156,1.7167,2.261,137.8,1.77
5/29/1991,1.1472,0.5787,0.8107,1.463,1.3132,1.7071,2.261,138.2,1.769
5/30/1991,1.1468,0.5831,0.8213,1.466,1.3194,1.7123,2.261,137.85,1.763
5/31/1991,1.1453,0.5889,0.8274,1.4822,1.3164,1.7179,2.261,138.45,1.763
6/3/1991,1.1451,0.5893,0.8353,1.4895,1.3187,1.7197,2.261,139.08,1.7655
6/4/1991,1.1445,0.5886,0.8326,1.485,1.3101,1.7077,2.261,138.66,1.7705
6/5/1991,1.1455,0.5905,0.8353,1.4962,1.3356,1.7126,2.261,139.13,1.7715
6/6/1991,1.1465,0.5925,0.8351,1.5025,1.3333,1.7271,2.261,139.18,1.772
6/7/1991,1.1475,0.5983,0.8432,1.519,1.3307,1.7212,2.261,140.31,1.7755
6/10/1991,1.1474,0.5983,0.8452,1.5118,1.3254,1.7295,2.261,141.9,1.7775
6/11/1991,1.1452,0.6003,0.8459,1.5145,1.3215,1.737,2.261,141.2,1.7835
6/12/1991,1.1445,0.6085,0.8553,1.5325,1.3257,1.7467,2.261,141.9,1.782
6/13/1991,1.1445,0.6114,0.8596,1.5373,1.327,1.7513,2.261,141.33,1.788
6/14/1991,1.1431,0.6103,0.8554,1.5335,1.3228,1.7467,2.261,140.55,1.79
6/17/1991,1.143,0.6148,0.8602,1.546,1.308,1.7391,2.261,140.97,1.786
6/18/1991,1.1425,0.6203,0.8666,1.5621,1.308,1.7349,2.261,140.9,1.7885
6/19/1991,1.1424,0.6116,0.8584,1.5387,1.308,1.7334,2.261,140.08,1.793
6/20/1991,1.1418,0.6116,0.8564,1.5417,1.3063,1.7352,2.261,138.74,1.788
6/21/1991,1.1427,0.6146,0.8609,1.5468,1.3046,1.7307,2.261,139,1.7755
6/24/1991,1.143,0.6073,0.8526,1.5335,1.3046,1.7319,2.261,138.9,1.776
6/25/1991,1.1419,0.6131,0.8588,1.5525,1.3038,1.7319,2.261,138.82,1.778
6/26/1991,1.1418,0.6101,0.8527,1.544,1.3026,1.7346,2.261,138.3,1.768
6/27/1991,1.1426,0.6118,0.8564,1.5495,1.3021,1.7331,2.261,138.1,1.7675
6/28/1991,1.1424,0.6165,0.8659,1.5582,1.3033,1.7331,2.395,137.9,1.763
7/1/1991,1.143,0.6194,0.8665,1.565,1.3043,1.7449,2.395,138.4,1.77
7/2/1991,1.1433,0.624,0.876,1.5805,1.3065,1.755,2.395,138.78,1.7677
7/3/1991,1.1428,0.6227,0.8736,1.583,1.308,1.759,2.395,139.5,1.77
7/4/1991,1.1424,0.6231,0.8765,1.5835,1.3103,1.7634,2.395,139.1,1.772
7/5/1991,1.1438,0.6179,0.874,1.5755,1.305,1.759,2.395,138.35,1.7655
7/8/1991,1.1445,0.6118,0.8669,1.5635,1.3021,1.759,2.395,138.73,1.767
7/9/1991,1.1475,0.6161,0.8671,1.5735,1.3036,1.7637,2.395,138.65,1.7625
7/10/1991,1.148,0.6165,0.8679,1.572,1.3012,1.7702,2.395,138.53,1.7585
7/11/1991,1.1493,0.6229,0.8756,1.5898,1.2997,1.7743,2.395,138.58,1.7605
7/12/1991,1.1483,0.6057,0.8581,1.5499,1.2928,1.774,2.395,136.75,1.7585
7/15/1991,1.1465,0.6055,0.8568,1.5478,1.289,1.7699,2.395,136.7,1.751
7/16/1991,1.1463,0.6088,0.8594,1.5615,1.2862,1.7627,2.395,137.15,1.751
7/17/1991,1.1474,0.6061,0.8549,1.5535,1.287,1.7674,2.395,136.8,1.7525
